Protocol Name, Long Protocol Name, Attribute Name, Full Attribute Name, Attribute Type, Attribute Description
google_ads, Google ads, ad_visible_url, ad_visible_urlQ_PROTO_GOOGLE_ADS, bytes, "'url' visible ad attribute."
google_ads, Google ads, ad_page, ad_pageQ_PROTO_GOOGLE_ADS, bytes, "Page on which the ad is displayed."
google_ads, Google ads, ad_client, ad_clientQ_PROTO_GOOGLE_ADS, bytes, "Buyer of the ad."
google_ads, Google ads, ad_text, ad_textQ_PROTO_GOOGLE_ADS, bytes, "Ad text description."
google_ads, Google ads, ad_type, ad_typeQ_PROTO_GOOGLE_ADS, bytes, "Ad type."
google_ads, Google ads, ad_title, ad_titleQ_PROTO_GOOGLE_ADS, bytes, "Ad title."
google_ads, Google ads, ad_bid_type, ad_bid_typeQ_PROTO_GOOGLE_ADS, bytes, "'bid_type' ad attribute."
google_ads, Google ads, ad_status, ad_statusQ_PROTO_GOOGLE_ADS, bytes, "Indicates whether the ad has been displayed or clicked."
google_ads, Google ads, ad_targeting_type, ad_targeting_typeQ_PROTO_GOOGLE_ADS, bytes, "'targeting_type' ad attribute."
google_earth, Google Earth, query_raw, query_rawQ_PROTO_GOOGLE_EARTH, bytes, "Contains the query sent to the search engine as indicated in the URL."
google_earth, Google Earth, query_text, query_textQ_PROTO_GOOGLE_EARTH, bytes, "Query sent to the search engine."
google_earth, Google Earth, near_text, near_textQ_PROTO_GOOGLE_EARTH, bytes, "Location being near place researched."
google_earth, Google Earth, near_raw, near_rawQ_PROTO_GOOGLE_EARTH, bytes, "Location being near place researched as indicated in the URL."
google_earth, Google Earth, start_addr_raw, start_addr_rawQ_PROTO_GOOGLE_EARTH, bytes, "Departure point as indicated in the URL as indicated in the URL."
google_earth, Google Earth, start_addr_text, start_addr_textQ_PROTO_GOOGLE_EARTH, bytes, "Encoded departure point ."
google_earth, Google Earth, end_addr_raw, end_addr_rawQ_PROTO_GOOGLE_EARTH, bytes, "Arrival point as indicated in the URL as indicated in the URL."
google_earth, Google Earth, end_addr_text, end_addr_textQ_PROTO_GOOGLE_EARTH, bytes, "Encoded arrival point."
google_earth, Google Earth, encoding, encodingQ_PROTO_GOOGLE_EARTH, bytes, "Query encoding."
google_groups, Google groups, sender_alias, sender_aliasQ_PROTO_GOOGLE_GROUPS, bytes, "Name of the email sender."
google_groups, Google groups, sender_email, sender_emailQ_PROTO_GOOGLE_GROUPS, bytes, "Email address of the email sender."
google_groups, Google groups, sender, senderQ_PROTO_GOOGLE_GROUPS, bytes, "Full address of email sender (alias followed by email address)."
google_groups, Google groups, date, dateQ_PROTO_GOOGLE_GROUPS, bytes, "Message date."
google_groups, Google groups, action, actionQ_PROTO_GOOGLE_GROUPS, bytes, "Indicates if the message is read (Read) or composed (Compose)."
google_groups, Google groups, msglist_date, msglist_dateQ_PROTO_GOOGLE_GROUPS, bytes, "Message date in a message list."
google_groups, Google groups, msglist_sender_alias, msglist_sender_aliasQ_PROTO_GOOGLE_GROUPS, bytes, "Name of email sender."
google_groups, Google groups, msglist_subject, msglist_subjectQ_PROTO_GOOGLE_GROUPS, bytes, "Message subject in a message list."
google_groups, Google groups, group_detailed_description, group_detailed_descriptionQ_PROTO_GOOGLE_GROUPS, bytes, "Detailed group description."
google_groups, Google groups, login, loginQ_PROTO_GOOGLE_GROUPS, bytes, "User's login string."
google_groups, Google groups, group_name, group_nameQ_PROTO_GOOGLE_GROUPS, bytes, "Name of the group the user has subscribed to."
google_groups, Google groups, group_join_request, group_join_requestQ_PROTO_GOOGLE_GROUPS, bytes, "Group to which the user want to subscribe."
google_groups, Google groups, alias, aliasQ_PROTO_GOOGLE_GROUPS, bytes, "Name of the email sender."
google_groups, Google groups, receiver_alias, receiver_aliasQ_PROTO_GOOGLE_GROUPS, bytes, "Name of email receiver (included cc and bcc receivers)."
google_groups, Google groups, receiver_email, receiver_emailQ_PROTO_GOOGLE_GROUPS, bytes, "Email address of message receiver (included cc and bcc receivers)."
google_groups, Google groups, receiver_type, receiver_typeQ_PROTO_GOOGLE_GROUPS, bytes, "Type of the email receiver."
google_groups, Google groups, receiver, receiverQ_PROTO_GOOGLE_GROUPS, bytes, "Full address of email receiver (including cc and bcc receivers)."
google_groups, Google groups, subject, subjectQ_PROTO_GOOGLE_GROUPS, bytes, "Message subject."
google_groups, Google groups, msglist_sender_email, msglist_sender_emailQ_PROTO_GOOGLE_GROUPS, bytes, "Address of email sender."
google_groups, Google groups, msglist_sender, msglist_senderQ_PROTO_GOOGLE_GROUPS, bytes, "Full address of email sender (alias and email address)."
google_groups, Google groups, member_alias, member_aliasQ_PROTO_GOOGLE_GROUPS, bytes, "Member name."
google_groups, Google groups, msglist_content, msglist_contentQ_PROTO_GOOGLE_GROUPS, bytes, "Message content in a message list."
google_groups, Google groups, query_text, query_textQ_PROTO_GOOGLE_GROUPS, bytes, "Query sent to the search engine."
google_groups, Google groups, query_raw, query_rawQ_PROTO_GOOGLE_GROUPS, bytes, "Contains the query sent to the search engine as indicated in the URL."
google_maps, Google Maps, query_text, query_textQ_PROTO_GOOGLE_MAPS, bytes, "Query sent to the search engine."
google_maps, Google Maps, query_raw, query_rawQ_PROTO_GOOGLE_MAPS, bytes, "Contains the query sent to the search engine as indicated in the URL."
google_maps, Google Maps, encoding, encodingQ_PROTO_GOOGLE_MAPS, bytes, "Query encoding."
google_maps, Google Maps, start_addr_raw, start_addr_rawQ_PROTO_GOOGLE_MAPS, bytes, "Departure point as indicated in the URL as indicated in the URL."
google_maps, Google Maps, start_addr, start_addrQ_PROTO_GOOGLE_MAPS, bytes, "Encoded departure point ."
google_maps, Google Maps, end_addr_raw, end_addr_rawQ_PROTO_GOOGLE_MAPS, bytes, "Arrival point as indicated in the URL as indicated in the URL."
google_maps, Google Maps, end_addr, end_addrQ_PROTO_GOOGLE_MAPS, bytes, "Encoded arrival point."
google_maps, Google Maps, zoom, zoomQ_PROTO_GOOGLE_MAPS, bytes, "Zoom level of the map."
google_maps, Google Maps, south, southQ_PROTO_GOOGLE_MAPS, bytes, "Latitude coordinate of South edge of the first tile that was loaded by the webpage."
google_maps, Google Maps, east, eastQ_PROTO_GOOGLE_MAPS, bytes, "Longitude coordinate of East edge of the first tile that was loaded by the webpage."
google_maps, Google Maps, west, westQ_PROTO_GOOGLE_MAPS, bytes, "Longitude coordinate of West edge of the first tile that was loaded by the webpage."
google_maps, Google Maps, north, northQ_PROTO_GOOGLE_MAPS, bytes, "Latitude coordinate of North edge of the first tile that was loaded by the webpage."
google_play, Google Play, application_name, application_nameQ_PROTO_GOOGLE_PLAY, bytes, "Name of the downloaded app."
gotomypc, GoToMyPC Remote Access, service, serviceQ_PROTO_GOTOMYPC, bytes, "Current service identification string."
gotomypc, GoToMyPC Remote Access, service_id, service_idQ_PROTO_GOTOMYPC, uint32, "Composite 32-bit integer value defining the service currently used. The first byte (LSB) gives the generic service definition, the second byte gives an advanced service definition for specific cases (example: File Transfer)."
gougou, Gougou.com, query_raw, query_rawQ_PROTO_GOUGOU, bytes, "Contains the query sent to the search engine as indicated in the URL."
gougou, Gougou.com, query_text, query_textQ_PROTO_GOUGOU, bytes, "Query sent to the search engine."
gre, Generic Routing Encapsulation, protocol, protocolQ_PROTO_GRE, bytes, "Identifier (string) of the upper layer protocol."
gtp, GPRS Tunneling Protocol, imsi, imsiQ_PROTO_GTP, bytes, "Unique ID of a mobile station SIM card (International Mobile Subscriber Identity)."
gtp, GPRS Tunneling Protocol, teid, teidQ_PROTO_GTP, uint32, "Transaction ID, available in version 1."
gtp, GPRS Tunneling Protocol, ms_address, ms_addressQ_PROTO_GTP, string, "IP address assigned to the mobile station."
gtp, GPRS Tunneling Protocol, ms_address_peer, ms_address_peerQ_PROTO_GTP, string, "IP address assigned to the mobile station on the peer half-session."
gtp, GPRS Tunneling Protocol, gsn_address, gsn_addressQ_PROTO_GTP, string, "GSN IP address."
gtp, GPRS Tunneling Protocol, gsn_address_control, gsn_address_controlQ_PROTO_GTP, string, "GSN Control IP address."
gtp, GPRS Tunneling Protocol, gsn_address_data, gsn_address_dataQ_PROTO_GTP, string, "GSN Data IP address."
gtp, GPRS Tunneling Protocol, gsn_type, gsn_typeQ_PROTO_GTP, bytes, "GSN address type."
gtp, GPRS Tunneling Protocol, access_point, access_pointQ_PROTO_GTP, bytes, "Access point name."
gtp, GPRS Tunneling Protocol, msisdn, msisdnQ_PROTO_GTP, bytes, "Unique mobile phone number identifying a given mobile station (Mobile Station International ISDN Number)."
gtp, GPRS Tunneling Protocol, reply_cause_code, reply_cause_codeQ_PROTO_GTP, uint32, "Return code following a create context request"
gtp, GPRS Tunneling Protocol, create_ctxt_delay, create_ctxt_delayQ_PROTO_GTP, string, "Time for PDP context creation"
gtp, GPRS Tunneling Protocol, session_time, session_timeQ_PROTO_GTP, string, "GTP session duration (time between create context and delete context)"
gtp, GPRS Tunneling Protocol, rai, raiQ_PROTO_GTP, bytes, "Represents the Routing Area Identity"
gtp, GPRS Tunneling Protocol, start_time, start_timeQ_PROTO_GTP, string, "Start date of the call"
gtp, GPRS Tunneling Protocol, stop_time, stop_timeQ_PROTO_GTP, string, "End date of the call"
gtp, GPRS Tunneling Protocol, teid_data, teid_dataQ_PROTO_GTP, uint32, "TEID data (Tunnel Endpoint Identifier)"
gtp, GPRS Tunneling Protocol, teid_control, teid_controlQ_PROTO_GTP, uint32, "TEID control plane (Tunnel Endpoint Identifier)"
gtp, GPRS Tunneling Protocol, imei, imeiQ_PROTO_GTP, bytes, "Unique ID of a mobile station equipment w/o SV (IMEI only)."
gtp, GPRS Tunneling Protocol, imei_sv, imei_svQ_PROTO_GTP, bytes, "Unique ID of a mobile station equipment (IMEI+SV)."
gtp, GPRS Tunneling Protocol, imei_tac, imei_tacQ_PROTO_GTP, bytes, "Unique ID of a mobile station equipment (TAC code only)."
gtp, GPRS Tunneling Protocol, qos_delay, qos_delayQ_PROTO_GTP, uint32, "Specifies the quality of service delay class."
gtp, GPRS Tunneling Protocol, qos_reliability, qos_reliabilityQ_PROTO_GTP, uint32, "Specifies the quality of service reliability class."
gtp, GPRS Tunneling Protocol, qos_peak, qos_peakQ_PROTO_GTP, uint32, "Specifies the quality of service peak throughput."
gtp, GPRS Tunneling Protocol, qos_precedence, qos_precedenceQ_PROTO_GTP, uint32, "Specifies the quality of service precedence class."
gtp, GPRS Tunneling Protocol, qos_mean, qos_meanQ_PROTO_GTP, uint32, "Specifies the quality of service mean throughput."
gtp, GPRS Tunneling Protocol, qos_alloc_ret_prio, qos_alloc_ret_prioQ_PROTO_GTP, uint32, "Specifies the Allocation/Retention priority."
gtp, GPRS Tunneling Protocol, qos_max_uplink, qos_max_uplinkQ_PROTO_GTP, uint32, "Specifies the maximum uplink throughput."
gtp, GPRS Tunneling Protocol, qos_max_downlink, qos_max_downlinkQ_PROTO_GTP, uint32, "Specifies the maximum downlink throughput."
gtp, GPRS Tunneling Protocol, location_type, location_typeQ_PROTO_GTP, uint32, "Terminal Location Type"
gtp, GPRS Tunneling Protocol, location, locationQ_PROTO_GTP, bytes, "Terminal Location"
gtp, GPRS Tunneling Protocol, location_mcc, location_mccQ_PROTO_GTP, bytes, "Mobile Country Code (MCC) is part of the IMSI number with uniquely identifies a particular subscriber."
gtp, GPRS Tunneling Protocol, location_mnc, location_mncQ_PROTO_GTP, bytes, "A Mobile Network Code (MNC) is used in combination with a Mobile Country Code to uniquely identify a mobile phone."
gtp, GPRS Tunneling Protocol, location_lac, location_lacQ_PROTO_GTP, bytes, "A Location Area Code (LAC) is a unique number given to a set of base stations that are grouped together."
gtp, GPRS Tunneling Protocol, location_ci, location_ciQ_PROTO_GTP, bytes, "A Cell Identity (CI) is used to uniquely identify a cell inside a location area."
gtp, GPRS Tunneling Protocol, location_sac, location_sacQ_PROTO_GTP, bytes, "A Service Area Code (SAC) is used to uniquely identify an area consisting of one or more cells belonging to the same location area."
gtp, GPRS Tunneling Protocol, location_rai, location_raiQ_PROTO_GTP, bytes, "A Routing Area Identification (RAI) is used to uniquely identify a routing area."
gtp, GPRS Tunneling Protocol, imsi_cc, imsi_ccQ_PROTO_GTP, uint32, "Mobile Country Code"
gtp, GPRS Tunneling Protocol, imsi_nc, imsi_ncQ_PROTO_GTP, uint32, "Mobile National Code"
gtpv2, GPRS Tunneling Protocol version 2, seq, seqQ_PROTO_GTPV2, uint32, "Packet sequence number."
gtpv2, GPRS Tunneling Protocol version 2, teid, teidQ_PROTO_GTPV2, uint32, "Transaction ID, available in version 1."
gtpv2, GPRS Tunneling Protocol version 2, access_point, access_pointQ_PROTO_GTPV2, bytes, "Access point name."
gtpv2, GPRS Tunneling Protocol version 2, imei, imeiQ_PROTO_GTPV2, bytes, "Unique ID of a mobile station equipment w/o SV (IMEI only)."
gtpv2, GPRS Tunneling Protocol version 2, imei_sv, imei_svQ_PROTO_GTPV2, bytes, "Unique ID of a mobile station equipment (IMEI+SV)."
gtpv2, GPRS Tunneling Protocol version 2, imei_tac, imei_tacQ_PROTO_GTPV2, bytes, "Unique ID of a mobile station equipment (TAC code only)."
gtpv2, GPRS Tunneling Protocol version 2, imsi, imsiQ_PROTO_GTPV2, bytes, "Unique ID of a mobile station SIM card (International Mobile Subscriber Identity)."
gtpv2, GPRS Tunneling Protocol version 2, imsi_cc, imsi_ccQ_PROTO_GTPV2, uint32, "Mobile Country Code"
gtpv2, GPRS Tunneling Protocol version 2, imsi_nc, imsi_ncQ_PROTO_GTPV2, uint32, "Mobile National Code"
gtpv2, GPRS Tunneling Protocol version 2, msisdn, msisdnQ_PROTO_GTPV2, bytes, "Unique mobile phone number identifying a given mobile station (Mobile Station International ISDN Number)."
gtpv2, GPRS Tunneling Protocol version 2, ms_address, ms_addressQ_PROTO_GTPV2, string, "IPv4 address assigned to the mobile station."
gtpv2, GPRS Tunneling Protocol version 2, reply_cause_code, reply_cause_codeQ_PROTO_GTPV2, uint32, "Return code following a create context request"
gtpv2, GPRS Tunneling Protocol version 2, start_time, start_timeQ_PROTO_GTPV2, string, "Start date of the call"
gtpv2, GPRS Tunneling Protocol version 2, stop_time, stop_timeQ_PROTO_GTPV2, string, "End date of the call"
gtpv2, GPRS Tunneling Protocol version 2, session_duration, session_durationQ_PROTO_GTPV2, string, "Call duration - not extracted"
gtpv2, GPRS Tunneling Protocol version 2, create_ctxt_delay, create_ctxt_delayQ_PROTO_GTPV2, string, "Time for PDP context creation"
gtpv2, GPRS Tunneling Protocol version 2, s1u_enodeb_gtpu_teid, s1u_enodeb_gtpu_teidQ_PROTO_GTPV2, uint32, "S1-U eNodeB GTP-U interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s1u_sgw_gtpu_teid, s1u_sgw_gtpu_teidQ_PROTO_GTPV2, uint32, "S1-U SGW GTP-U interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s5_s8_sgw_gtpu_teid, s5_s8_sgw_gtpu_teidQ_PROTO_GTPV2, uint32, "S5/S8 SGW GTP-U interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s5_s8_pgw_gtpu_teid, s5_s8_pgw_gtpu_teidQ_PROTO_GTPV2, uint32, "S5/S8 PGW GTP-U interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s5_s8_sgw_gtpc_teid, s5_s8_sgw_gtpc_teidQ_PROTO_GTPV2, uint32, "S5/S8 SGW GTP-C interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s5_s8_pgw_gtpc_teid, s5_s8_pgw_gtpc_teidQ_PROTO_GTPV2, uint32, "S5/S8 PGW GTP-C interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s11_mme_gtpc_teid, s11_mme_gtpc_teidQ_PROTO_GTPV2, uint32, "S11 MME GTP-C interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s11_s4_sgw_gtpc_teid, s11_s4_sgw_gtpc_teidQ_PROTO_GTPV2, uint32, "S11/S4 SGW GTP-C interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s10_mme_gtpc_teid, s10_mme_gtpc_teidQ_PROTO_GTPV2, uint32, "S10 MME GTP-C interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s3_mme_gtpc_teid, s3_mme_gtpc_teidQ_PROTO_GTPV2, uint32, "S3 MME GTP-C interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s3_sgsn_gtpc_teid, s3_sgsn_gtpc_teidQ_PROTO_GTPV2, uint32, "S3 SGSN GTP-C interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s4_sgw_gtpu_teid, s4_sgw_gtpu_teidQ_PROTO_GTPV2, uint32, "S4 SGW GTP-U interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s4_sgsn_gtpu_teid, s4_sgsn_gtpu_teidQ_PROTO_GTPV2, uint32, "S4 SGSN GTP-U interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s4_sgsn_gtpc_teid, s4_sgsn_gtpc_teidQ_PROTO_GTPV2, uint32, "S4 SGSN GTP-C interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s12_rnc_gtpu_teid, s12_rnc_gtpu_teidQ_PROTO_GTPV2, uint32, "S12 RNC GTP-U interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s12_sgw_gtpu_teid, s12_sgw_gtpu_teidQ_PROTO_GTPV2, uint32, "SGW RNC GTP-U interface TEID"
gtpv2, GPRS Tunneling Protocol version 2, s1u_enodeb_gtpu_address, s1u_enodeb_gtpu_addressQ_PROTO_GTPV2, string, "S1-U eNodeB GTP-U interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s1u_sgw_gtpu_address, s1u_sgw_gtpu_addressQ_PROTO_GTPV2, string, "S1-U SGW GTP-U interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s5_s8_sgw_gtpu_address, s5_s8_sgw_gtpu_addressQ_PROTO_GTPV2, string, "S5/S8 SGW GTP-U interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s5_s8_pgw_gtpu_address, s5_s8_pgw_gtpu_addressQ_PROTO_GTPV2, string, "S5/S8 PGW GTP-U interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s5_s8_sgw_gtpc_address, s5_s8_sgw_gtpc_addressQ_PROTO_GTPV2, string, "S5/S8 SGW GTP-C interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s5_s8_pgw_gtpc_address, s5_s8_pgw_gtpc_addressQ_PROTO_GTPV2, string, "S5/S8 PGW GTP-C interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s11_mme_gtpc_address, s11_mme_gtpc_addressQ_PROTO_GTPV2, string, "S11 MME GTP-C interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s11_s4_sgw_gtpc_address, s11_s4_sgw_gtpc_addressQ_PROTO_GTPV2, string, "S11/S4 SGW GTP-C interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s10_mme_gtpc_address, s10_mme_gtpc_addressQ_PROTO_GTPV2, string, "S10 MME GTP-C interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s3_mme_gtpc_address, s3_mme_gtpc_addressQ_PROTO_GTPV2, string, "S3 MME GTP-C interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s3_sgsn_gtpc_address, s3_sgsn_gtpc_addressQ_PROTO_GTPV2, string, "S3 SGSN GTP-C interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s4_sgw_gtpu_address, s4_sgw_gtpu_addressQ_PROTO_GTPV2, string, "S4 SGW GTP-U interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s4_sgsn_gtpu_address, s4_sgsn_gtpu_addressQ_PROTO_GTPV2, string, "S4 SGSN GTP-U interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s4_sgsn_gtpc_address, s4_sgsn_gtpc_addressQ_PROTO_GTPV2, string, "S4 SGSN GTP-C interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s12_rnc_gtpu_address, s12_rnc_gtpu_addressQ_PROTO_GTPV2, string, "S12 RNC GTP-U interface IP address"
gtpv2, GPRS Tunneling Protocol version 2, s12_sgw_gtpu_address, s12_sgw_gtpu_addressQ_PROTO_GTPV2, string, "SGW RNC GTP-U interface IP address"
h225, H225, call_setup, call_setupQ_PROTO_H225, string, "Call setup delay."
h225, H225, call_duration, call_durationQ_PROTO_H225, string, "Call duration."
h225, H225, session_duration, session_durationQ_PROTO_H225, string, "Call setup duration."
h225, H225, start_time, start_timeQ_PROTO_H225, string, "Start date of the call."
h225, H225, time_before_spk, time_before_spkQ_PROTO_H225, string, "Waiting delay before speak"
h225, H225, call_id, call_idQ_PROTO_H225, bytes, "Call id, extracted for each call."
h225, H225, end_status, end_statusQ_PROTO_H225, bytes, "Status of the call end"
h225, H225, media_attr_encoding, media_attr_encodingQ_PROTO_H225, bytes, "The encoding of media data."
h225, H225, caller, callerQ_PROTO_H225, bytes, "Contains the identity (or the phone number) of the initiator of the call."
h225, H225, callee, calleeQ_PROTO_H225, bytes, "Contains the identity (or the phone number) of the called party for a call."
h225, H225, method, methodQ_PROTO_H225, bytes, "The command"
h225, H225, h245_addr, h245_addrQ_PROTO_H225, string, "Address used by h245 session."
h225, H225, request_call_id, request_call_idQ_PROTO_H225, bytes, "Call's id in the message."
h225, H225, request_caller, request_callerQ_PROTO_H225, bytes, "Contains the identity (or the phone number) of the initiator in the message"
h225, H225, request_callee, request_calleeQ_PROTO_H225, bytes, "Contains the identity (or the phone number) of the called party in the message."
h225, H225, audio_data, audio_dataQ_PROTO_H225, bytes, "Encoding can be used in audio flow."
h225, H225, media_control_channel_addr, media_control_channel_addrQ_PROTO_H225, string, "Address used for a rtcp channel."
h225, H225, media_channel_addr, media_channel_addrQ_PROTO_H225, string, "Address used for a rtp channel."
h225, H225, h245_method, h245_methodQ_PROTO_H225, bytes, "The command for a H245 message."
h225, H225, language, languageQ_PROTO_H225, bytes, "Used language."
h225, H225, product_id, product_idQ_PROTO_H225, bytes, "H225 product component identifier."
h225, H225, version, versionQ_PROTO_H225, bytes, "Version of the H225 VoIP client software."
h245, H245, media_attr_encoding, media_attr_encodingQ_PROTO_H245, bytes, "The encoding of media data."
h245, H245, method, methodQ_PROTO_H245, bytes, "The command"
h245, H245, media_control_channel_addr, media_control_channel_addrQ_PROTO_H245, string, "Address used for a rtcp channel."
h245, H245, media_channel_addr, media_channel_addrQ_PROTO_H245, string, "Address used for a rtp channel."
h248_binary, h248 Protocol (Megaco) in binary mode, context_id, context_idQ_PROTO_H248_BINARY, uint32, "The context ID identifies the context. It is assigned by the Media Gateway. It can be an integer, -"
h248_binary, h248 Protocol (Megaco) in binary mode, call_id, call_idQ_PROTO_H248_BINARY, bytes, "Call id, extracted for each call."
h248_binary, h248 Protocol (Megaco) in binary mode, action, actionQ_PROTO_H248_BINARY, bytes, "The action designates the command that is executed during the transaction. The coommand name is postfixed by Req if the transaction is a request, by Reply if the transaction is a reply"
h248_binary, h248 Protocol (Megaco) in binary mode, from_ip, from_ipQ_PROTO_H248_BINARY, string, "Source IPv4 address"
h248_binary, h248 Protocol (Megaco) in binary mode, to_ip, to_ipQ_PROTO_H248_BINARY, string, "Destination IPv4 address"
h248_binary, h248 Protocol (Megaco) in binary mode, src_audio_connection, src_audio_connectionQ_PROTO_H248_BINARY, bytes, "Source audio connection type"
h248_binary, h248 Protocol (Megaco) in binary mode, src_video_connection, src_video_connectionQ_PROTO_H248_BINARY, bytes, "Source video connection type"
h248_binary, h248 Protocol (Megaco) in binary mode, dst_audio_connection, dst_audio_connectionQ_PROTO_H248_BINARY, bytes, "Destination audio connection type"
h248_binary, h248 Protocol (Megaco) in binary mode, dst_video_connection, dst_video_connectionQ_PROTO_H248_BINARY, bytes, "Destination video connection type"
h248_binary, h248 Protocol (Megaco) in binary mode, response_code, response_codeQ_PROTO_H248_BINARY, uint32, "Return code, extracted from the reply"
h248_text, h248 Protocol (Megaco) in text mode, context_id, context_idQ_PROTO_H248_TEXT, bytes, "The context ID identifies the context. It is assigned by the Media Gateway. It can be an integer, -"
h248_text, h248 Protocol (Megaco) in text mode, call_id, call_idQ_PROTO_H248_TEXT, bytes, "Call id, extracted for each call."
h248_text, h248 Protocol (Megaco) in text mode, action, actionQ_PROTO_H248_TEXT, bytes, "The action designates the command that is executed during the transaction. The coommand name is postfixed by Req if the transaction is a request, by Reply if the transaction is a reply"
h248_text, h248 Protocol (Megaco) in text mode, from_ip, from_ipQ_PROTO_H248_TEXT, string, "Source IPv4 address"
h248_text, h248 Protocol (Megaco) in text mode, to_ip, to_ipQ_PROTO_H248_TEXT, string, "Destination IPv4 address"
h248_text, h248 Protocol (Megaco) in text mode, src_audio_connection, src_audio_connectionQ_PROTO_H248_TEXT, bytes, "Source audio connection type"
h248_text, h248 Protocol (Megaco) in text mode, src_video_connection, src_video_connectionQ_PROTO_H248_TEXT, bytes, "Source video connection type"
h248_text, h248 Protocol (Megaco) in text mode, dst_audio_connection, dst_audio_connectionQ_PROTO_H248_TEXT, bytes, "Destination audio connection type"
h248_text, h248 Protocol (Megaco) in text mode, dst_video_connection, dst_video_connectionQ_PROTO_H248_TEXT, bytes, "Destination video connection type"
h248_text, h248 Protocol (Megaco) in text mode, response_code, response_codeQ_PROTO_H248_TEXT, uint32, "Return code, extracted from the reply"
hi5, Hi5.com, nickname, nicknameQ_PROTO_HI5, bytes, "User's profile displayed name."
hi5, Hi5.com, password, passwordQ_PROTO_HI5, bytes, "User's password string."
hi5, Hi5.com, login, loginQ_PROTO_HI5, bytes, "User's login string."
hi5, Hi5.com, uid, uidQ_PROTO_HI5, bytes, "Generic user ID."
hi5, Hi5.com, is_mobile_service, is_mobile_serviceQ_PROTO_HI5, uint32, "Whether or not the access was made through a mobile device."
high_entropy, High Entropy, entropy, entropyQ_PROTO_HIGH_ENTROPY, uint32, "Computed entropy value."
hsrp, Hot Standby Router Protocol, virtual_addr, virtual_addrQ_PROTO_HSRP, string, "Virtual IP address used by the group."
http, HyperText Transfer Protocol, server, serverQ_PROTO_HTTP, bytes, "Normalized web server name, including lowercase transformation and suffix cleaning."
http, HyperText Transfer Protocol, host, hostQ_PROTO_HTTP, bytes, "Host name value extracted from the Host header."
http, HyperText Transfer Protocol, host_start_offset, host_start_offsetQ_PROTO_HTTP, uint32, "Offset to the first Host HTTP header value byte in the TCP stream. The Host start is located in the current packet (the offset value is positive)."
http, HyperText Transfer Protocol, location, locationQ_PROTO_HTTP, bytes, "Destination address where the client is redirected."
http, HyperText Transfer Protocol, referer, refererQ_PROTO_HTTP, bytes, "Source address from which the client obtained the requested URI."
http, HyperText Transfer Protocol, referer_path, referer_pathQ_PROTO_HTTP, bytes, "Source address from which the client obtained the requested URI without query parameters."
http, HyperText Transfer Protocol, referer_server, referer_serverQ_PROTO_HTTP, bytes, "Contains the host or the website name of the referer."
http, HyperText Transfer Protocol, uri, uriQ_PROTO_HTTP, bytes, "Normalized URL form (path + request) of a web resource, with UNRESERVED percent-encoded characters decoding (RFC3986)."
http, HyperText Transfer Protocol, uri_path, uri_pathQ_PROTO_HTTP, bytes, "Normalized URL path of a web resource, without query parameters."
http, HyperText Transfer Protocol, uri_full, uri_fullQ_PROTO_HTTP, bytes, "Complete name (scheme/authority + path + request) of a web resource."
http, HyperText Transfer Protocol, uri_start_offset, uri_start_offsetQ_PROTO_HTTP, uint32, "Offset to the first URI byte in the TCP stream. The URI start is located in the current packet (the offset value is positive)."
http, HyperText Transfer Protocol, user_agent, user_agentQ_PROTO_HTTP, bytes, "Software used by the client to access the web page."
http, HyperText Transfer Protocol, user_agent_start_offset, user_agent_start_offsetQ_PROTO_HTTP, uint32, "Offset to the first User-agent byte in the TCP stream. The User-agent start is located in the current packet (the offset value is positive)."
