,,,,,,,,,,,,,,
,protocol id,proto_idname,proto_family,proto_name,proto_longname,attr_id,attr_id_name,attr_name,deprecated,attr_type,attr_desc,stream,pkt/session,content
,524,Q_PROTO_FACEBOOK_MAIL,Webmail,facebook_mail,Facebook Mail,630,Q_MPA_ACCOUNT,account,,parent,User account metadata including the login and the password.,0,session_mod,0
,524,Q_PROTO_FACEBOOK_MAIL,Webmail,facebook_mail,Facebook Mail,739,Q_MPA_SESSION_ID,session_id,,string,Uniquely identifies the current user session.,0,session_mod,0
,1117,Q_PROTO_FACETIME,Audio/Video,facetime,Apple FaceTime,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,1117,Q_PROTO_FACETIME,Audio/Video,facetime,Apple FaceTime,798,Q_MPA_SERVICE_INFO,service_info,,parent,Service detection metadata. The service type is resolved by a STATISTICAL method (non deterministic behaviorial analysis) with periodic revaluation. The revaluation period as well as other service detection parameters are modifiable using proto-tunes.,0,session_mod,0
,1117,Q_PROTO_FACETIME,Audio/Video,facetime,Apple FaceTime,789,Q_MPA_SERVICE_ID,service_id,,uint32,"Composite 32-bit integer value defining the service currently used. The first byte (LSB) gives the generic service definition, the second byte gives an advanced service definition for specific cases (example: File Transfer).",0,session_prt,0
,1117,Q_PROTO_FACETIME,Audio/Video,facetime,Apple FaceTime,807,Q_MPA_SERVICE_STATS,service_stats,,string,"Composite attribute containing the packet metrics used for each new service type detection, extracting when performing STATISTICAL detection method only. Note: this attribute won't be extracted in case of session expiration (eg. when the current service is not ended properly by the user).",0,session_prt,0
,1117,Q_PROTO_FACETIME,Audio/Video,facetime,Apple FaceTime,604,Q_MPA_SERVICE,service,,string,Current service identification string.,0,session_prt,0
,1117,Q_PROTO_FACETIME,Audio/Video,facetime,Apple FaceTime,797,Q_MPA_SERVICE_DURATION,service_duration,,uint32,"4 bytes integer value indicating, when the service is ended, the duration of it in seconds",0,session_prt,0
,1117,Q_PROTO_FACETIME,Audio/Video,facetime,Apple FaceTime,800,Q_MPA_SERVICE_DURATION_TV,service_duration_tv,,timeval,"Timeval structure indicating, when the service is ended, the length of it in second and microseconds.",0,session_prt,0
,556,Q_PROTO_FIREFOX_UPDATE,Web,firefox_update,Firefox Update,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,556,Q_PROTO_FIREFOX_UPDATE,Web,firefox_update,Firefox Update,3,Q_FIREFOX_UPDATE_PLUGIN_NEW_VERSION,plugin_new_version,,string,Plugin version after update.,0,session_mod,0
,556,Q_PROTO_FIREFOX_UPDATE,Web,firefox_update,Firefox Update,2,Q_FIREFOX_UPDATE_PLUGIN_NAME,plugin_name,,string,Name of the plugin.,0,session_mod,0
,556,Q_PROTO_FIREFOX_UPDATE,Web,firefox_update,Firefox Update,1,Q_FIREFOX_UPDATE_PLUGIN,plugin,,parent,Parent for all attributes related to plugins.,0,session_mod,0
,556,Q_PROTO_FIREFOX_UPDATE,Web,firefox_update,Firefox Update,703,Q_MPA_NEW_VERSION,new_version,,string,Browser version after update.,0,session_mod,0
,556,Q_PROTO_FIREFOX_UPDATE,Web,firefox_update,Firefox Update,702,Q_MPA_CURRENT_VERSION,current_version,,string,Browser version before update.,0,session_mod,0
,550,Q_PROTO_FLASHPLUGIN_UPDATE,Web,flashplugin_update,Adobe Flash Plugin Update,703,Q_MPA_NEW_VERSION,new_version,,string,"New version number, as returned by Adobe Web Server.",0,session_mod,0
,550,Q_PROTO_FLASHPLUGIN_UPDATE,Web,flashplugin_update,Adobe Flash Plugin Update,702,Q_MPA_CURRENT_VERSION,current_version,,string,Current flash-plugin version number installed on the client.,0,session_mod,0
,568,Q_PROTO_FREEBSD_UPDATE,Web,freebsd_update,FreeBSD Updates,1,Q_FREEBSD_UPDATE_PACKAGE_NAME,package_name,,string,Software package name.,0,session_mod,0
,320,Q_PROTO_FRIENDSTER,Web,friendster,Friendster.com,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,320,Q_PROTO_FRIENDSTER,Web,friendster,Friendster.com,578,Q_MPA_PASSWORD,password,,string,User's password string.,0,session_mod,0
,320,Q_PROTO_FRIENDSTER,Web,friendster,Friendster.com,577,Q_MPA_NAME,name,,string,Name the user.,0,session_mod,0
,320,Q_PROTO_FRIENDSTER,Web,friendster,Friendster.com,550,Q_MPA_LOGIN,login,,string,User's login string.,0,session_mod,0
,320,Q_PROTO_FRIENDSTER,Web,friendster,Friendster.com,630,Q_MPA_ACCOUNT,account,,parent,User account metadata including the login and the password.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,546,Q_MPA_INHERIT_PARENT,inherit_parent,,binary,"Parent inheritance key, stored in an hashtable and kept until parent session expiration.",0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,8,Q_FTP_COMMAND,command,,parent,Parent attribute grouping meta data extracted from FTP protocol.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,578,Q_MPA_PASSWORD,password,,string,User's password string.,0,session_fix,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,550,Q_MPA_LOGIN,login,,string,User's login string.,0,session_fix,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,541,Q_MPA_FILENAME,filename,,string,Name of the transferred file.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,643,Q_MPA_REQUEST,request,,parent,A FTP request.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,555,Q_MPA_METHOD,method,,string,Contains the FTP command sent.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,10,Q_FTP_METHOD_CONTENT,method_content,,string,Method parameter,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,542,Q_MPA_FILESIZE,filesize,,uint32,Size (byte) of the transferred file.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,1,Q_FTP_DATA_PORT,data_port,,uint16,Data connection TCP port.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,11,Q_FTP_DATA_PORT_START_OFFSET,data_port_start_offset,,uint32,Offset to the first FTP port byte given in the PORT command.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,12,Q_FTP_DATA_PORT_END_OFFSET,data_port_end_offset,,uint32,"Offset to the first byte which is not part of the TCP port value, given in the PORT command.",0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,2,Q_FTP_LOADWAY,loadway,,string,Contains the file transfer way (Upload vs Download).,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,3,Q_FTP_OFFSET,offset,,uint32,Indicates the start offset of the file transfer.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,531,Q_MPA_CONTENT_TYPE,content_type,,string,Indicates the content type of transferred file.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,631,Q_MPA_GREETING_MESSAGE,greeting_message,,string,First line of the server banner.,0,session_fix,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,4,Q_FTP_RETURN_MSG,return_msg,,parent,"Parent attribute, containing response from server",0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,5,Q_FTP_RETURN_CODE,return_code,,uint16,Code of server's response.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,6,Q_FTP_RETURN_CONTENT,return_content,,string,Message of server's response.,0,session_mod,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,7,Q_FTP_TRANSFER_DURATION,transfer_duration,,timeval,Elapsed time (in seconds) between the begining of a transfer (ftp code 150) and the first packet signaling the end with succes of the transfer (ftp code 226),0,session_fix,0
,45,Q_PROTO_FTP,File Server,ftp,File Transfer Protocol,9,Q_FTP_INDEX,index,,uint32,Identifier of the request and response in a FTP flow.,0,session_fix,0
,46,Q_PROTO_FTP_DATA,File Server,ftp_data,File Transfer Protocol Data,545,Q_MPA_INHERIT_KEY,inherit_key,,binary,"Candidate inheritance key, generated from the first ixE-classified child session packet.",0,session_mod,0
,46,Q_PROTO_FTP_DATA,File Server,ftp_data,File Transfer Protocol Data,530,Q_MPA_CONTENT,content,,buffer,File content,1,session_mod,1
,48,Q_PROTO_GARP,Application Service,garp,Generic Attribute Registration Protocol,1,Q_GARP_PROTOCOL,protocol,,string_index,Application used (GVRP or GMRP).,0,pkt,0
,49,Q_PROTO_GIOP,Middleware,giop,General Inter-ORB Protocol,552,Q_MPA_MESSAGE,message,,parent,GIOP message parent structure.,0,session_mod,0
,49,Q_PROTO_GIOP,Middleware,giop,General Inter-ORB Protocol,608,Q_MPA_VERSION,version,,string,Current GIOP version.,0,session_prt,0
,49,Q_PROTO_GIOP,Middleware,giop,General Inter-ORB Protocol,1,Q_GIOP_IOR_TYPE_ID,ior_type_id,,string,IOR object's repository id.,0,session_prt,0
,49,Q_PROTO_GIOP,Middleware,giop,General Inter-ORB Protocol,3,Q_GIOP_MESSAGE_TYPE,message_type,,string,GIOP message type.,0,session_prt,0
,49,Q_PROTO_GIOP,Middleware,giop,General Inter-ORB Protocol,2,Q_GIOP_REQUEST_OPERATION,request_operation,,string,Name of the request sent to the server.,0,session_prt,0
,49,Q_PROTO_GIOP,Middleware,giop,General Inter-ORB Protocol,4,Q_GIOP_REQUEST_ID,request_id,,uint32,ID used to associate a reply message with a request message.,0,session_prt,0
,49,Q_PROTO_GIOP,Middleware,giop,General Inter-ORB Protocol,5,Q_GIOP_OBJECT_KEY,object_key,,buffer,Identifies the object should receive the message.,0,session_prt,0
,49,Q_PROTO_GIOP,Middleware,giop,General Inter-ORB Protocol,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,739,Q_MPA_SESSION_ID,session_id,,string,Uniquely identifies the current user session.,0,session_fix,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,550,Q_MPA_LOGIN,login,,string,User's login string.,0,session_fix,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,577,Q_MPA_NAME,name,,string,User's full name.,0,session_fix,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,537,Q_MPA_ENCODING,encoding,,string,Page encoding,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,566,Q_MPA_MSGLIST_ENTRY,msglist_entry,,parent,"Parent entry, for different elements belonging to the same message of a message list.",0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,611,Q_MPA_MSGLIST_SENDER_ENTRY,msglist_sender_entry,,parent,Parent entry for a sender in a message list.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,572,Q_MPA_MSGLIST_SENDER,msglist_sender,,string,Full address of email sender (alias and email address).,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,573,Q_MPA_MSGLIST_SENDER_ALIAS,msglist_sender_alias,,string,Name of email sender.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,574,Q_MPA_MSGLIST_SENDER_EMAIL,msglist_sender_email,,string,Address of email sender.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,612,Q_MPA_MSGLIST_RECEIVER_ENTRY,msglist_receiver_entry,,parent,Parent entry for a receiver in a message list.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,569,Q_MPA_MSGLIST_RECEIVER,msglist_receiver,,string,Full address of email receiver in a message list.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,570,Q_MPA_MSGLIST_RECEIVER_ALIAS,msglist_receiver_alias,,string,Name of email receiver.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,571,Q_MPA_MSGLIST_RECEIVER_EMAIL,msglist_receiver_email,,string,Email address of the email receiver.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,576,Q_MPA_MSGLIST_SUBJECT,msglist_subject,,string,Message subject in a message list.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,568,Q_MPA_MSGLIST_MSGID,msglist_msgid,,string,Message identifier.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,565,Q_MPA_MSGLIST_DATE,msglist_date,,string,Message date in a message list.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,567,Q_MPA_MSGLIST_FOLDER,msglist_folder,,string,Indicates the directory from a message list.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,535,Q_MPA_EMAIL,email,,parent,"Parent entry, for fields belonging to the same email.",0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,609,Q_MPA_SENDER_ENTRY,sender_entry,,parent,"Parent entry, for different elements belonging to the sender.",0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,600,Q_MPA_SENDER,sender,,string,Full address of email sender (alias followed by email address).,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,602,Q_MPA_SENDER_EMAIL,sender_email,,string,Email address of the email sender.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,601,Q_MPA_SENDER_ALIAS,sender_alias,,string,Name of the email sender.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,610,Q_MPA_RECEIVER_ENTRY,receiver_entry,,parent,"Parent entry, for different elements belonging to the email receiver.",0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,585,Q_MPA_RECEIVER,receiver,,string,Full address of email receiver (including cc and bcc receivers).,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,7,Q_GMAIL_REAL_SENDER_DOMAIN,real_sender_domain,,string,Domain of the email sender.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,8,Q_GMAIL_REAL_SENDER_MSGID,real_sender_msgid,,string,Email identifier.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,593,Q_MPA_RECEIVER_EMAIL,receiver_email,,string,Email address of message receiver (included cc and bcc receivers).,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,586,Q_MPA_RECEIVER_ALIAS,receiver_alias,,string,Name of email receiver (included cc and bcc receivers).,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,597,Q_MPA_RECEIVER_TYPE,receiver_type,,string,Type of the email receiver.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,598,Q_MPA_REPLYTO,replyto,,string,Email address to use in a reply for this message.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,532,Q_MPA_DATE,date,,string,Message date.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,607,Q_MPA_SUBJECT,subject,,string,Message subject.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,557,Q_MPA_MSG_ID,msg_id,,string,Identifier of the message.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,701,Q_MPA_EMAIL_INDEX,email_index,,string,Index of the request which the email is attached to.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,530,Q_MPA_CONTENT,content,,string,Message content.,1,session_mod,1
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,513,Q_MPA_ATTACH,attach,,parent,"Parent entry, for attach fields in a message.",0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,517,Q_MPA_ATTACH_ID,attach_id,,string,Attachment identifier.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,11,Q_GMAIL_NEXT_ATTACH_ID,next_attach_id,x,string,(deprecated) New value for the attach_id of an attachment.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,516,Q_MPA_ATTACH_FILENAME,attach_filename,,string,Attachment name.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,520,Q_MPA_ATTACH_TYPE,attach_type,,string,Content type of the sent attached file.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,514,Q_MPA_ATTACH_CONTENT,attach_content,,buffer,Attached file content.,1,session_mod,1
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,519,Q_MPA_ATTACH_SIZE,attach_size,,uint32,Attached file MIME size.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,10,Q_GMAIL_THUMBNAIL,thumbnail,,uint32,Indicates whether this attachment is an image thumbnail.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,533,Q_MPA_DRAFT,draft,,uint32,Indicates if the email is a draft or has really been posted,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,512,Q_MPA_ACTION,action,,string,Indicates if the message is read (Read) or composed (Compose).,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,1,Q_GMAIL_VERSION,version,,string,Gmail version used.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,2,Q_GMAIL_ACCESS_INFO,access_info,,parent,Contains Gmail access data.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,5,Q_GMAIL_LAST_ACTIVITY,last_activity,,string,Time elapsed since last account activity.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,6,Q_GMAIL_LAST_ACTIVITY_TIMESTAMP,last_activity_timestamp,,timeval,Last account activity timestamp.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,3,Q_GMAIL_CURRENT_IP_ADDRESS,current_ip_address,,ip_addr,IP address of the logged user.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,4,Q_GMAIL_OTHER_IP_ADDRESS,other_ip_address,,ip_addr,IP address of the other logged user.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,614,Q_MPA_CONTACT_ENTRY,contact_entry,,parent,This attribute groups information about a contact.,0,session_mod,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,616,Q_MPA_CONTACT_EMAIL,contact_email,,string,Email address of a contact.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,615,Q_MPA_CONTACT_ALIAS,contact_alias,,string,Alias of a contact.,0,session_prt,0
,51,Q_PROTO_GMAIL,Webmail,gmail,Google Mail,9,Q_GMAIL_SAVED,saved,,string_index,Indicates whether the draft have been saved automatically(1) or manually(2).,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,532,Q_MPA_DATE,date,,string,Message date.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,601,Q_MPA_SENDER_ALIAS,sender_alias,,string,Name of the email sender.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,602,Q_MPA_SENDER_EMAIL,sender_email,,string,Email address of the email sender.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,600,Q_MPA_SENDER,sender,,string,Full address of email sender (alias followed by email address).,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,609,Q_MPA_SENDER_ENTRY,sender_entry,,parent,"Parent entry, for different elements belonging to the sender.",0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,530,Q_MPA_CONTENT,content,,string,Message content.,1,session_mod,1
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,607,Q_MPA_SUBJECT,subject,,string,Message subject.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,597,Q_MPA_RECEIVER_TYPE,receiver_type,,string,Type of the email receiver.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,586,Q_MPA_RECEIVER_ALIAS,receiver_alias,,string,Name of email receiver (included cc and bcc receivers).,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,593,Q_MPA_RECEIVER_EMAIL,receiver_email,,string,Email address of message receiver (included cc and bcc receivers).,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,585,Q_MPA_RECEIVER,receiver,,string,Full address of email receiver (including cc and bcc receivers).,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,610,Q_MPA_RECEIVER_ENTRY,receiver_entry,,parent,"Parent entry, for different elements belonging to the email receiver.",0,session_mod,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,514,Q_MPA_ATTACH_CONTENT,attach_content,,buffer,Attached file content.,1,session_mod,1
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,520,Q_MPA_ATTACH_TYPE,attach_type,,string,Content type of the sent attached file.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,516,Q_MPA_ATTACH_FILENAME,attach_filename,,string,Attachment name.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,517,Q_MPA_ATTACH_ID,attach_id,,string,Attachment identifier.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,513,Q_MPA_ATTACH,attach,,parent,"Parent entry, for attach fields in a message.",0,session_mod,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,533,Q_MPA_DRAFT,draft,,uint32,Indicates if the email is a draft or has really been posted,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,557,Q_MPA_MSG_ID,msg_id,,string,Identifier of the message.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,512,Q_MPA_ACTION,action,,string,Indicates if the message is read (Read) or composed (Compose).,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,535,Q_MPA_EMAIL,email,,parent,"Parent entry, for fields belonging to the same email.",0,session_mod,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,537,Q_MPA_ENCODING,encoding,,string,Page encoding,0,session_mod,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,550,Q_MPA_LOGIN,login,,string,User's login string. It's also sender id in case of e-mail compose/send workflow (use session_id to correlate email and login).,0,session_mod,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,519,Q_MPA_ATTACH_SIZE,attach_size,,uint32,Attached file MIME size.,0,session_prt,0
,263,Q_PROTO_GMAIL_BASIC,Webmail,gmail_basic,Gmail Basic,739,Q_MPA_SESSION_ID,session_id,,string,Uniquely identifies the current user session.,0,session_mod,0
,273,Q_PROTO_GMAIL_CHAT,Instant Messaging,gmail_chat,Google Chat,617,Q_MPA_END,end,,ptr,"Indicates the end of a top-level parent attribute. This attribute's behavior depends on the method used to extract it: 1) If using the ixEngine v4 API function uevent_hook_add_parms"", it will be extracted like any other attribute. 2) If using the ixEngine v4 API function ""afc_metadata_add"", it will generate an attribute having the attribute ID of the associated top-level parent attribute and the ctb_metadata_attr.qm_end flag set to 1""",0,session_mod,0
,273,Q_PROTO_GMAIL_CHAT,Instant Messaging,gmail_chat,Google Chat,550,Q_MPA_LOGIN,login,,string,User's login string.,0,session_fix,0
,273,Q_PROTO_GMAIL_CHAT,Instant Messaging,gmail_chat,Google Chat,525,Q_MPA_CHAT,chat,,parent,"Parent entry, empty, for fields belonging to the chat (message, sender, receiver, encoding).",0,session_mod,0
,273,Q_PROTO_GMAIL_CHAT,Instant Messaging,gmail_chat,Google Chat,546,Q_MPA_INHERIT_PARENT,inherit_parent,,binary,"Parent inheritance key, stored in an hashtable and kept until parent session expiration.",0,session_mod,0
,273,Q_PROTO_GMAIL_CHAT,Instant Messaging,gmail_chat,Google Chat,552,Q_MPA_MESSAGE,message,,string,Contains the chat message.,0,session_prt,1
,273,Q_PROTO_GMAIL_CHAT,Instant Messaging,gmail_chat,Google Chat,600,Q_MPA_SENDER,sender,,string,Contains the identity of the sender of a chat session or a file transfer.,0,session_prt,0
,273,Q_PROTO_GMAIL_CHAT,Instant Messaging,gmail_chat,Google Chat,585,Q_MPA_RECEIVER,receiver,,string,Contains the identity of the receiver for a chat message or a file transfer.,0,session_mod,0
